url_length,hostname_length,path_length,query_length,dot_count,hyphen_count,underscore_count,slash_count,question_mark_count,equal_count,at_count,digit_count,special_character_count,https,contains_ip,subdomain_count,suspicious_word_count,has_login,has_verify,has_account,has_password,has_payment,has_otp,has_kyc,label
27,13,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
26,17,1,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
37,12,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
27,18,1,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
38,29,1,0,2,2,0,3,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1
39,7,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
334,30,180,115,2,27,5,4,1,5,0,12,61,1,0,1,0,0,0,0,0,0,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
42,34,0,0,2,1,0,2,0,0,0,6,6,1,0,1,0,0,0,0,0,0,0,0,1
30,7,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
17,9,0,0,1,1,0,2,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1
35,17,10,0,2,1,0,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1
49,40,1,0,2,0,0,3,0,0,0,6,6,1,0,1,0,0,0,0,0,0,0,0,1
24,11,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
25,11,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
95,26,22,38,4,0,0,5,1,1,0,39,12,1,0,1,0,0,0,0,0,0,0,0,1
39,30,1,0,2,2,0,3,0,0,0,6,8,1,0,1,0,0,0,0,0,0,0,0,1
46,38,1,0,2,3,0,3,0,0,0,4,9,0,0,1,0,0,0,0,0,0,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
39,20,11,0,3,1,0,3,0,0,0,4,8,1,0,1,0,0,0,0,0,0,0,0,1
193,30,26,128,6,4,9,5,1,2,0,30,29,1,0,1,0,0,0,0,0,0,0,0,1
49,25,16,0,2,0,0,3,0,0,0,3,6,1,0,1,1,0,0,0,0,0,0,0,1
43,34,1,0,2,2,0,3,0,0,0,6,8,1,0,1,0,0,0,0,0,0,0,0,1
22,14,0,0,1,1,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
36,13,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
26,12,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
29,15,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
37,5,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
48,28,12,0,2,2,0,3,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1
48,39,1,0,2,4,0,3,0,0,0,3,10,1,0,1,0,0,0,0,0,0,0,0,1
48,30,10,0,2,2,0,3,0,0,0,1,8,1,0,1,0,0,0,0,0,0,0,0,1
46,37,1,0,2,8,0,3,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,1
29,15,6,0,1,0,0,3,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0
30,22,0,0,2,1,0,2,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
36,11,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
30,21,1,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
17,9,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
48,39,1,0,2,0,0,3,0,0,0,11,6,1,0,1,0,0,0,0,0,0,0,0,1
23,9,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
21,7,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
19,11,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
29,20,1,0,2,1,0,3,0,0,0,0,7,1,0,1,1,0,0,0,0,0,0,0,1
47,15,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
38,29,1,0,2,1,0,3,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1
23,10,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
28,14,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
13,5,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
29,20,1,0,2,1,0,3,0,0,0,2,7,1,0,1,1,0,0,0,0,0,0,0,1
37,12,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
25,17,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
46,14,24,0,1,0,0,5,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,0,1
40,31,1,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
47,38,1,0,2,1,0,3,0,0,0,6,7,1,0,1,0,0,0,0,0,0,0,0,1
39,30,1,0,2,2,0,3,0,0,0,6,8,1,0,1,0,0,0,0,0,0,0,0,1
34,11,5,9,2,0,0,3,1,1,0,6,8,1,0,1,0,0,0,0,0,0,0,0,0
21,8,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
36,29,0,0,2,0,0,2,0,0,0,12,5,0,0,1,0,0,0,0,0,0,0,0,1
25,18,0,0,2,0,0,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1
29,16,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
48,39,1,0,2,3,0,3,0,0,0,5,9,1,0,1,0,0,0,0,0,0,0,0,1
28,19,1,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
43,34,1,0,2,4,0,3,0,0,0,6,10,1,0,1,0,0,0,0,0,0,0,0,1
54,45,1,0,2,5,0,3,0,0,0,0,11,1,0,1,1,0,0,0,0,0,0,0,1
32,23,1,0,2,0,0,3,0,0,0,2,6,1,0,1,0,0,0,0,0,0,0,0,1
34,23,3,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
31,6,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
24,10,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
24,16,0,0,1,1,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
46,37,1,0,3,3,0,3,0,0,0,6,10,1,0,2,0,0,0,0,0,0,0,0,1
27,20,0,0,2,0,0,2,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,1
93,32,54,0,2,5,0,5,0,0,0,14,13,0,0,1,0,0,0,0,0,0,0,0,1
42,30,5,0,2,1,0,3,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,1
24,10,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
20,12,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
199,52,49,89,5,2,2,3,1,2,0,60,17,1,0,2,0,0,0,0,0,0,0,0,1
42,35,0,0,2,1,0,2,0,0,0,12,6,0,0,1,0,0,0,0,0,0,0,0,1
31,8,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
33,15,10,0,2,0,0,4,0,0,0,0,7,1,0,1,1,0,0,0,0,0,0,0,1
37,28,1,0,1,2,0,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1
27,13,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
49,41,0,0,2,2,0,2,0,0,0,4,7,1,0,1,0,0,0,0,0,0,0,0,1
26,11,7,0,1,1,0,3,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1
65,56,1,0,2,2,0,3,0,0,0,0,8,1,0,1,1,0,0,1,0,0,0,0,1
31,8,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
31,23,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
49,33,8,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
42,22,12,0,3,0,0,3,0,0,0,7,7,1,0,1,0,0,0,0,0,0,0,0,1
45,31,6,0,2,2,0,3,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1
27,14,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
43,34,1,0,2,2,0,3,0,0,0,6,8,1,0,1,0,0,0,0,0,0,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
38,6,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
32,25,0,0,2,0,0,2,0,0,0,10,5,0,0,1,0,0,0,0,0,0,0,0,1
33,10,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
42,10,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
51,27,1,14,1,2,0,3,1,1,0,5,9,1,0,0,0,0,0,0,0,0,0,0,1
38,13,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
41,9,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
123,33,82,0,2,9,0,5,0,0,0,20,17,1,0,1,0,0,0,0,0,0,0,0,1
84,15,61,0,2,0,0,6,0,0,0,7,9,1,0,1,0,0,0,0,0,0,0,0,1
51,39,4,0,2,0,0,4,0,0,0,2,7,1,0,1,0,0,0,0,0,0,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
38,6,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
51,42,1,0,2,4,0,3,0,0,0,3,10,1,0,1,0,0,0,0,0,0,0,0,1
37,13,16,0,1,0,0,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1
31,19,5,0,2,1,0,4,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1
25,12,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
47,38,1,0,2,3,0,3,0,0,0,4,9,1,0,1,0,0,0,0,0,0,0,0,1
64,36,20,0,2,1,0,5,0,0,0,17,9,1,0,1,0,0,0,0,0,0,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
41,32,1,0,2,1,0,3,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1
44,35,1,0,3,0,0,3,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,1
41,9,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
20,12,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
45,13,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
17,9,0,0,1,1,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
65,27,1,28,2,1,0,3,1,1,0,3,11,1,0,1,0,0,0,0,0,0,0,0,1
24,10,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
147,24,1,113,6,1,3,3,1,3,0,52,21,1,0,0,1,0,0,0,0,0,0,0,1
115,43,65,0,2,9,0,4,0,0,0,20,16,0,0,1,0,0,0,0,0,0,0,0,1
30,21,1,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
34,20,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
25,11,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
42,33,1,0,2,3,0,3,0,0,0,2,9,1,0,1,0,0,0,0,0,0,0,0,1
27,14,5,0,1,1,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
25,11,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
33,22,3,0,3,0,0,3,0,0,0,1,7,1,0,2,0,0,0,0,0,0,0,0,1
23,15,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
31,18,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
37,30,0,0,2,1,0,2,0,0,0,7,6,0,0,1,0,0,0,0,0,0,0,0,1
23,9,6,0,1,0,0,3,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0
35,26,1,0,2,0,0,3,0,0,0,0,6,1,0,1,1,0,0,0,0,0,0,0,1
57,38,11,0,3,1,0,3,0,0,0,0,8,1,0,1,1,0,0,0,0,0,0,0,1
37,12,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
43,12,23,0,1,0,0,5,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,0,1
41,32,1,0,2,0,0,3,0,0,0,2,6,1,0,1,0,0,0,0,0,0,0,0,1
49,17,7,16,1,1,0,3,1,2,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0
41,9,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
40,17,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
21,8,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
47,39,1,0,2,4,0,3,0,0,0,3,10,0,0,1,0,0,0,0,0,0,0,0,1
36,13,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
33,26,0,0,2,1,0,2,0,0,0,7,6,0,0,1,0,0,0,0,0,0,0,0,1
41,28,5,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
38,31,0,0,2,2,0,2,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,1
48,16,7,16,1,1,0,3,1,2,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0
20,12,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
22,9,5,0,1,1,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
38,13,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
31,6,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
19,11,0,0,1,1,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
37,19,10,0,2,1,0,3,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1
22,15,0,0,1,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
35,10,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
50,18,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
24,11,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
45,32,5,0,2,1,0,3,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1
36,7,21,0,1,0,0,5,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,1
24,16,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
45,24,13,0,2,1,0,4,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1
24,11,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
21,8,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
22,8,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
42,33,1,0,2,2,0,3,0,0,0,1,8,1,0,1,0,0,0,0,0,0,0,0,1
22,14,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
33,10,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
31,18,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
64,57,0,0,2,1,0,2,0,0,0,23,6,0,0,1,0,0,0,0,0,0,0,0,1
66,33,25,0,2,1,0,5,0,0,0,14,9,1,0,1,2,0,0,0,0,1,0,0,1
39,14,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
75,26,41,0,2,0,0,5,0,0,0,5,8,1,0,1,0,0,0,0,0,0,0,0,1
45,13,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
50,42,1,0,2,4,0,3,0,0,0,3,10,0,0,1,0,0,0,0,0,0,0,0,1
34,22,5,0,2,1,0,4,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1
43,34,1,0,2,3,0,3,0,0,0,9,9,1,0,1,0,0,0,0,0,0,0,0,1
44,30,6,0,2,2,0,3,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1
47,39,1,0,2,4,0,3,0,0,0,3,10,0,0,1,0,0,0,0,0,0,0,0,1
27,14,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
39,7,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
49,41,1,0,2,4,0,3,0,0,0,2,10,0,0,1,0,0,0,0,0,0,0,0,1
13,5,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
31,15,8,0,1,1,0,4,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1
34,25,1,0,2,2,0,3,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1
20,6,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
43,18,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
27,18,1,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
35,26,1,0,2,2,0,3,0,0,0,6,8,1,0,1,0,0,0,0,0,0,0,0,1
34,11,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
47,30,9,0,2,3,0,3,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,1
47,40,0,0,2,1,0,2,0,0,0,7,6,0,0,1,0,0,0,0,0,0,0,0,1
34,22,4,0,2,1,0,3,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1
15,7,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
26,18,0,0,2,0,0,2,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1
44,31,6,0,2,2,0,3,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1
34,13,13,0,3,0,0,4,0,0,0,1,8,1,0,1,0,0,0,0,0,0,0,0,1
23,10,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
41,27,6,0,2,2,0,3,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1
43,29,6,0,2,1,0,3,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1
68,36,24,0,5,0,0,4,0,0,0,5,10,1,0,3,0,0,0,0,0,0,0,0,1
21,8,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
39,14,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
38,15,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
85,23,54,0,3,1,0,4,0,0,0,20,10,1,0,1,0,0,0,0,0,0,0,0,1
25,17,0,0,2,0,0,2,0,0,0,0,5,1,0,1,1,1,0,0,0,0,0,0,1
50,41,1,0,2,2,0,3,0,0,0,6,8,1,0,1,0,0,0,0,0,0,0,0,1
56,15,33,0,2,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1
39,7,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
45,37,1,0,2,4,0,3,0,0,0,6,10,0,0,1,0,0,0,0,0,0,0,0,1
45,13,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
32,23,1,0,2,1,0,3,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1
29,21,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
20,6,7,0,1,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
46,32,6,0,2,3,0,3,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,1
49,40,1,0,2,4,0,3,0,0,0,1,10,1,0,1,0,0,0,0,0,0,0,0,1
35,12,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
23,10,5,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
48,39,1,0,2,3,0,3,0,0,0,2,9,1,0,1,1,0,0,0,0,0,0,0,1
21,7,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
36,27,1,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
28,14,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
44,27,9,0,2,2,0,5,0,0,0,4,10,1,0,1,0,0,0,0,0,0,0,0,1
34,9,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
23,9,6,0,1,0,0,3,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0
51,42,1,0,2,2,0,3,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1
22,14,0,0,1,0,0,2,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0
38,13,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
41,24,9,0,2,1,0,4,0,0,0,0,8,1,0,1,1,0,0,1,0,0,0,0,1
25,11,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
34,20,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
46,37,1,0,2,2,0,3,0,0,0,6,8,1,0,1,0,0,0,0,0,0,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
55,31,12,3,3,0,0,3,1,1,0,5,9,1,0,1,0,0,0,0,0,0,0,0,1
27,6,13,0,1,0,0,3,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1
24,16,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
25,12,5,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0
33,17,9,0,1,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
25,17,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
25,11,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
34,16,10,0,3,1,0,4,0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,1
26,12,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
25,11,6,0,1,1,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
23,12,3,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
40,8,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
20,12,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
40,22,10,0,2,2,0,3,0,0,0,4,8,1,0,1,0,0,0,0,0,0,0,0,1
46,38,1,0,2,5,0,3,0,0,0,6,11,0,0,1,0,0,0,0,0,0,0,0,1
38,12,18,0,1,0,0,3,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,1
36,11,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
33,12,13,0,1,0,0,4,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1
43,36,0,0,2,1,0,2,0,0,0,6,6,0,0,1,0,0,0,0,0,0,0,0,1
21,8,5,0,1,0,0,3,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0
39,31,0,0,2,0,0,2,0,0,0,5,5,1,0,1,0,0,0,0,0,0,0,0,1
43,11,7,16,1,0,0,3,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0
29,15,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
33,24,1,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
34,25,1,0,2,0,0,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1
33,22,3,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
23,15,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
44,30,6,0,2,2,0,3,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1
45,22,5,9,1,0,0,3,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
26,18,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
43,12,23,0,1,0,0,5,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
174,28,27,110,3,1,0,3,1,2,0,67,13,1,0,0,0,0,0,0,0,0,0,0,1
37,12,7,9,1,0,0,3,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
40,16,1,14,1,1,0,3,1,1,0,7,8,1,0,0,0,0,0,0,0,0,0,0,1
16,8,0,0,1,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
31,23,1,0,2,0,0,3,0,0,0,9,6,0,0,1,0,0,0,0,0,0,0,0,1
19,12,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
20,6,6,0,1,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
44,35,1,0,2,4,0,3,0,0,0,6,10,1,0,1,0,0,0,0,0,0,0,0,1
47,30,9,0,2,2,0,3,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1
46,38,1,0,2,3,0,3,0,0,0,4,9,0,0,1,0,0,0,0,0,0,0,0,1
37,28,1,0,2,2,0,3,0,0,0,6,8,1,0,1,0,0,0,0,0,0,0,0,1
